train_start,train_end,validation_start,validation_end,test_date,prediction,actual,mae
2025-05-08 05:15:00,2025-05-20 11:30:00,2025-05-20 11:45:00,2025-05-23 08:15:00,2025-05-23 08:30:00,0.0016099726,0.0018959344773604,0.00028596191565081726
2025-05-08 05:30:00,2025-05-20 11:45:00,2025-05-20 12:00:00,2025-05-23 08:30:00,2025-05-23 08:45:00,0.0018085305,0.0018903094890384,8.177895442079718e-05
2025-05-08 05:45:00,2025-05-20 12:00:00,2025-05-20 12:15:00,2025-05-23 08:45:00,2025-05-23 09:00:00,0.0018835516,0.0019779196115277,9.436801672645274e-05
2025-05-08 06:00:00,2025-05-20 12:15:00,2025-05-20 12:30:00,2025-05-23 09:00:00,2025-05-23 09:15:00,0.0018678769,0.0020345842435286,0.00016670738973474045
2025-05-08 06:15:00,2025-05-20 12:30:00,2025-05-20 12:45:00,2025-05-23 09:15:00,2025-05-23 09:30:00,0.0018624151,0.0020354444768064,0.00017302936425137288
2025-05-08 06:30:00,2025-05-20 12:45:00,2025-05-20 13:00:00,2025-05-23 09:30:00,2025-05-23 09:45:00,0.0018677454,0.0021136193180253,0.000245873897129783
2025-05-08 06:45:00,2025-05-20 13:00:00,2025-05-20 13:15:00,2025-05-23 09:45:00,2025-05-23 10:00:00,0.0018878751,0.0021168172139276,0.00022894207048902238
2025-05-08 07:00:00,2025-05-20 13:15:00,2025-05-20 13:30:00,2025-05-23 10:00:00,2025-05-23 10:15:00,0.0019195654,0.0020807001306666,0.00016113475756625957
2025-05-08 07:15:00,2025-05-20 13:30:00,2025-05-20 13:45:00,2025-05-23 10:15:00,2025-05-23 10:30:00,0.0019552796,0.0021108733019392,0.00015559368716282695
2025-05-08 07:30:00,2025-05-20 13:45:00,2025-05-20 14:00:00,2025-05-23 10:30:00,2025-05-23 10:45:00,0.0019751333,0.0021189695328847,0.00014383621629331794
2025-05-08 07:45:00,2025-05-20 14:00:00,2025-05-20 14:15:00,2025-05-23 10:45:00,2025-05-23 11:00:00,0.0020332667,0.002163466608964,0.0001301999044344762
2025-05-08 08:00:00,2025-05-20 14:15:00,2025-05-20 14:30:00,2025-05-23 11:00:00,2025-05-23 11:15:00,0.0020351906,0.0021800077160232,0.00014481713188516402
2025-05-08 08:15:00,2025-05-20 14:30:00,2025-05-20 14:45:00,2025-05-23 11:15:00,2025-05-23 11:30:00,0.002030355,0.0021656500148044,0.00013529509030441164
2025-05-08 08:30:00,2025-05-20 14:45:00,2025-05-20 15:00:00,2025-05-23 11:30:00,2025-05-23 11:45:00,0.0020295763,0.0021400396542379,0.00011046331541028978
2025-05-08 08:45:00,2025-05-20 15:00:00,2025-05-20 15:15:00,2025-05-23 11:45:00,2025-05-23 12:00:00,0.0020506196,0.0021389780352684,8.835846286735314e-05
2025-05-08 09:00:00,2025-05-20 15:15:00,2025-05-20 15:30:00,2025-05-23 12:00:00,2025-05-23 12:15:00,0.0020666267,0.0021417248174597,7.50981383074497e-05
2025-05-08 09:15:00,2025-05-20 15:30:00,2025-05-20 15:45:00,2025-05-23 12:15:00,2025-05-23 12:30:00,0.0020677058,0.002140710397962,7.300454877641385e-05
2025-05-08 09:30:00,2025-05-20 15:45:00,2025-05-20 16:00:00,2025-05-23 12:30:00,2025-05-23 12:45:00,0.0020598061,0.0021778112669842,0.00011800512870714609
2025-05-08 09:45:00,2025-05-20 16:00:00,2025-05-20 16:15:00,2025-05-23 12:45:00,2025-05-23 13:00:00,0.0020492852,0.0022092315801307,0.00015994636014843343
2025-05-08 10:00:00,2025-05-20 16:15:00,2025-05-20 16:30:00,2025-05-23 13:00:00,2025-05-23 13:15:00,0.0020460715,0.0022199339478688,0.00017386248926088777
2025-05-08 10:15:00,2025-05-20 16:30:00,2025-05-20 16:45:00,2025-05-23 13:15:00,2025-05-23 13:30:00,0.0020473993,0.0021522437863209,0.0001048444945522301
2025-05-08 10:30:00,2025-05-20 16:45:00,2025-05-20 17:00:00,2025-05-23 13:30:00,2025-05-23 13:45:00,0.0020582543,0.0016650056266532,0.00039324869538390076
2025-05-08 10:45:00,2025-05-20 17:00:00,2025-05-20 17:15:00,2025-05-23 13:45:00,2025-05-23 14:00:00,0.0020114686,0.001454738841924,0.0005567297920853612
2025-05-08 11:00:00,2025-05-20 17:15:00,2025-05-20 17:30:00,2025-05-23 14:00:00,2025-05-23 14:15:00,0.0019799392,0.001401263346401,0.0005786758275060416
2025-05-08 11:15:00,2025-05-20 17:30:00,2025-05-20 17:45:00,2025-05-23 14:15:00,2025-05-23 14:30:00,0.00189846,0.0013564080462562,0.0005420519274888481
2025-05-08 11:30:00,2025-05-20 17:45:00,2025-05-20 18:00:00,2025-05-23 14:30:00,2025-05-23 14:45:00,0.0018265632,0.0013560039164279,0.0004705592351253731
2025-05-08 11:45:00,2025-05-20 18:00:00,2025-05-20 18:15:00,2025-05-23 14:45:00,2025-05-23 15:00:00,0.0016693088,0.001428937073318,0.0002403716794348405
2025-05-08 12:00:00,2025-05-20 18:15:00,2025-05-20 18:30:00,2025-05-23 15:00:00,2025-05-23 15:15:00,0.0015108709,0.0014181740805558,9.269679523491521e-05
2025-05-08 12:15:00,2025-05-20 18:30:00,2025-05-20 18:45:00,2025-05-23 15:15:00,2025-05-23 15:30:00,0.0014680203,0.0014691874514099997,1.167192938629968e-06
2025-05-08 12:30:00,2025-05-20 18:45:00,2025-05-20 19:00:00,2025-05-23 15:30:00,2025-05-23 15:45:00,0.0014731681,0.0014324709344192,4.0697209583356875e-05
2025-05-08 12:45:00,2025-05-20 19:00:00,2025-05-20 19:15:00,2025-05-23 15:45:00,2025-05-23 16:00:00,0.001482983,0.0014241533996173,5.8829603753163826e-05
2025-05-08 13:00:00,2025-05-20 19:15:00,2025-05-20 19:30:00,2025-05-23 16:00:00,2025-05-23 16:15:00,0.0014610963,0.0013414495331743,0.00011964680761609092
2025-05-08 13:15:00,2025-05-20 19:30:00,2025-05-20 19:45:00,2025-05-23 16:15:00,2025-05-23 16:30:00,0.0015328601,0.0016840576301503,0.00015119752988098246
2025-05-08 13:30:00,2025-05-20 19:45:00,2025-05-20 20:00:00,2025-05-23 16:30:00,2025-05-23 16:45:00,0.0015418988,0.0020785464019488,0.0005366475832621954
2025-05-08 13:45:00,2025-05-20 20:00:00,2025-05-21 04:00:00,2025-05-23 16:45:00,2025-05-23 17:00:00,0.0015610765,0.0020240288953069,0.0004629523985791354
2025-05-08 14:00:00,2025-05-21 04:00:00,2025-05-21 04:15:00,2025-05-23 17:00:00,2025-05-23 17:15:00,0.0016196682,0.0020228522608449,0.00040318404905696076
2025-05-08 14:15:00,2025-05-21 04:15:00,2025-05-21 04:30:00,2025-05-23 17:15:00,2025-05-23 17:30:00,0.0017182678,0.0019930528699994,0.00027478507157563305
2025-05-08 14:30:00,2025-05-21 04:30:00,2025-05-21 04:45:00,2025-05-23 17:30:00,2025-05-23 17:45:00,0.0018480003,0.0019817430160045,0.00013374268142872774
2025-05-08 14:45:00,2025-05-21 04:45:00,2025-05-21 05:00:00,2025-05-23 17:45:00,2025-05-23 18:00:00,0.0020115818,0.0019475524822916,6.402930741057698e-05
2025-05-08 15:00:00,2025-05-21 05:00:00,2025-05-21 05:15:00,2025-05-23 18:00:00,2025-05-23 18:15:00,0.0021044272,0.0019474926031436,0.00015693459666714328
2025-05-08 15:15:00,2025-05-21 05:15:00,2025-05-21 05:30:00,2025-05-23 18:15:00,2025-05-23 18:30:00,0.0019882056,0.0019388690513182,4.933654176112845e-05
